gene alpha_original SE_original P_original N_original Phet_original alpha SE P Nend Phet
ENSG00000230330 0.13103 0.09678 0.176 73 1 0.13103 0.09678 0.176 73 1
ENSG00000230358 0.10077 0.11771 0.392 76 1 0.10077 0.11771 0.392 76 1
ENSG00000230362 -0.03294 0.11368 0.772 83 1 -0.03294 0.11368 0.772 83 1
ENSG00000230373 0.06143 0.09667 0.525 81 1 0.06143 0.09667 0.525 81 1
ENSG00000230383 -0.02082 0.09599 0.828 80 1 -0.02082 0.09599 0.828 80 1
ENSG00000230399 0.04033 0.10983 0.713 80 1 0.04033 0.10983 0.713 80 1
ENSG00000230409 0.10932 0.07535 0.147 92 1 0.10932 0.07535 0.147 92 1
ENSG00000230415 0.00407 0.09592 0.966 84 1 0.00407 0.09592 0.966 84 1
ENSG00000230424 0.11063 0.09493 0.244 89 1 0.11063 0.09493 0.244 89 1
ENSG00000230438 0.05804 0.03993 0.146 119 0.825 0.05804 0.03993 0.146 119 0.825
ENSG00000230445 -0.04052 0.04368 0.354 116 0.997 -0.04052 0.04368 0.354 116 0.997
ENSG00000230454 0.00661 0.0971 0.946 80 1 0.00661 0.0971 0.946 80 1
ENSG00000230457 0.06085 0.09418 0.518 89 1 0.06085 0.09418 0.518 89 1
ENSG00000230487 -0.04017 0.04858 0.408 114 0.998 -0.04017 0.04858 0.408 114 0.998
ENSG00000230489 0.04098 0.06898 0.552 90 1 0.04098 0.06898 0.552 90 1
ENSG00000230492 0.02978 0.09602 0.756 83 1 0.02978 0.09602 0.756 83 1
ENSG00000230510 -0.04942 0.04318 0.252 122 0.999 -0.04942 0.04318 0.252 122 0.999
ENSG00000230513 -0.04334 0.09582 0.651 79 1 -0.04334 0.09582 0.651 79 1
ENSG00000230521 -0.0733 0.10078 0.467 76 1 -0.0733 0.10078 0.467 76 1
ENSG00000230530 -0.0034 0.04298 0.937 115 0.991 -0.0034 0.04298 0.937 115 0.991
ENSG00000230537 -0.1287 0.09669 0.183 74 1 -0.1287 0.09669 0.183 74 1
ENSG00000230539 -0.02587 0.09212 0.779 92 1 -0.02587 0.09212 0.779 92 1
ENSG00000230551 -0.06909 0.03934 0.0791 122 1 -0.06909 0.03934 0.0791 122 1
ENSG00000230555 0.01919 0.0936 0.838 85 1 0.01919 0.0936 0.838 85 1
ENSG00000230561 0.06146 0.0527 0.244 108 1 0.06146 0.0527 0.244 108 1
ENSG00000230565 -0.09649 0.10275 0.348 77 1 -0.09649 0.10275 0.348 77 1
ENSG00000230567 -0.00695 0.09756 0.943 83 1 -0.00695 0.09756 0.943 83 1
ENSG00000230581 0.01585 0.11184 0.887 79 1 0.01585 0.11184 0.887 79 1
ENSG00000230587 0.01416 0.09574 0.882 82 1 0.01416 0.09574 0.882 82 1
ENSG00000230590 0.03048 0.09815 0.756 73 1 0.03048 0.09815 0.756 73 1
ENSG00000230593 -0.01893 0.11253 0.866 71 1 -0.01893 0.11253 0.866 71 1
ENSG00000230606 0.07665 0.09502 0.42 85 1 0.07665 0.09502 0.42 85 1
ENSG00000230626 0.0392 0.0385 0.309 119 0.693 0.0392 0.0385 0.309 119 0.693
ENSG00000230629 0.03567 0.09588 0.71 80 1 0.03567 0.09588 0.71 80 1
ENSG00000230633 0.09203 0.09455 0.33 86 1 0.09203 0.09455 0.33 86 1
ENSG00000230641 -0.07722 0.09852 0.433 87 1 -0.07722 0.09852 0.433 87 1
ENSG00000230658 0.01052 0.09669 0.913 84 1 0.01052 0.09669 0.913 84 1
ENSG00000230666 0.0231 0.04022 0.566 119 0.996 0.0231 0.04022 0.566 119 0.996
ENSG00000230673 0.03275 0.07478 0.661 94 1 0.03275 0.07478 0.661 94 1
ENSG00000230701 -0.07744 0.05579 0.165 110 0.999 -0.07744 0.05579 0.165 110 0.999
ENSG00000230715 0.01224 0.09209 0.894 93 1 0.01224 0.09209 0.894 93 1
ENSG00000230724 -0.04339 0.09416 0.645 89 1 -0.04339 0.09416 0.645 89 1
ENSG00000230725 0.01526 0.06896 0.825 93 1 0.01526 0.06896 0.825 93 1
ENSG00000230730 -0.08566 0.10434 0.412 79 1 -0.08566 0.10434 0.412 79 1
ENSG00000230732 -0.07268 0.11555 0.529 70 1 -0.07268 0.11555 0.529 70 1
ENSG00000230733 0.02155 0.06485 0.74 103 1 0.02155 0.06485 0.74 103 1
ENSG00000230734 0.07669 0.09486 0.419 87 1 0.07669 0.09486 0.419 87 1
ENSG00000230735 0.0336 0.11598 0.772 76 1 0.0336 0.11598 0.772 76 1
ENSG00000230736 0.02241 0.11878 0.85 71 1 0.02241 0.11878 0.85 71 1
ENSG00000230747 -0.09487 0.09602 0.323 80 1 -0.09487 0.09602 0.323 80 1
ENSG00000230756 0.0792 0.10463 0.449 78 1 0.0792 0.10463 0.449 78 1
ENSG00000230773 -0.05877 0.11426 0.607 69 1 -0.05877 0.11426 0.607 69 1
ENSG00000230795 0.06465 0.09894 0.513 74 1 0.06465 0.09894 0.513 74 1
ENSG00000230812 0.03143 0.04313 0.466 119 0.999 0.03143 0.04313 0.466 119 0.999
ENSG00000230825 -0.02286 0.11319 0.84 68 1 -0.02286 0.11319 0.84 68 1
ENSG00000230836 0.01371 0.04411 0.756 115 0.999 0.01371 0.04411 0.756 115 0.999
ENSG00000230839 0.04359 0.09458 0.645 85 1 0.04359 0.09458 0.645 85 1
ENSG00000230844 -0.09282 0.09655 0.336 77 1 -0.09282 0.09655 0.336 77 1
ENSG00000230847 0.10364 0.09348 0.268 87 1 0.10364 0.09348 0.268 87 1
ENSG00000230850 -0.02581 0.09293 0.781 84 1 -0.02581 0.09293 0.781 84 1
ENSG00000230869 -0.03429 0.09356 0.714 88 1 -0.03429 0.09356 0.714 88 1
ENSG00000230872 -0.03875 0.11651 0.739 77 1 -0.03875 0.11651 0.739 77 1
ENSG00000230882 -0.07666 0.11586 0.508 70 1 -0.07666 0.11586 0.508 70 1
ENSG00000230896 0.03144 0.09593 0.743 82 1 0.03144 0.09593 0.743 82 1
ENSG00000230910 -0.05638 0.06397 0.378 97 1 -0.05638 0.06397 0.378 97 1
ENSG00000230912 0.10169 0.12114 0.401 68 1 0.10169 0.12114 0.401 68 1
ENSG00000230918 0.00757 0.11 0.945 74 1 0.00757 0.11 0.945 74 1
ENSG00000230925 0.02945 0.12039 0.807 72 1 0.02945 0.12039 0.807 72 1
ENSG00000230953 -0.02199 0.10579 0.835 75 1 -0.02199 0.10579 0.835 75 1
ENSG00000230979 -0.0308 0.09539 0.747 79 1 -0.0308 0.09539 0.747 79 1
ENSG00000230982 0.11989 0.09941 0.228 79 1 0.11989 0.09941 0.228 79 1
ENSG00000230989 -0.0093 0.03521 0.792 121 0.99 -0.0093 0.03521 0.792 121 0.99
ENSG00000231010 0.0203 0.05947 0.733 105 1 0.0203 0.05947 0.733 105 1
ENSG00000231025 -0.04032 0.04233 0.341 116 1 -0.04032 0.04233 0.341 116 1
ENSG00000231027 0.08228 0.09116 0.367 94 1 0.08228 0.09116 0.367 94 1
ENSG00000231043 -0.07615 0.07675 0.321 85 1 -0.07615 0.07675 0.321 85 1
ENSG00000231050 0.10187 0.10627 0.338 84 1 0.10187 0.10627 0.338 84 1
ENSG00000231062 0.02507 0.09681 0.796 89 1 0.02507 0.09681 0.796 89 1
ENSG00000231064 0.00816 0.04942 0.869 115 1 0.00816 0.04942 0.869 115 1
ENSG00000231073 -0.1861 0.12032 0.122 70 1 -0.1861 0.12032 0.122 70 1
ENSG00000231074 -2e-05 0.04177 1 117 0.979 -2e-05 0.04177 1 117 0.979
ENSG00000231079 0.00349 0.11623 0.976 73 1 0.00349 0.11623 0.976 73 1
ENSG00000231084 0.02557 0.10625 0.81 85 1 0.02557 0.10625 0.81 85 1
ENSG00000231086 -0.01241 0.10538 0.906 85 1 -0.01241 0.10538 0.906 85 1
ENSG00000231102 -0.0326 0.12363 0.792 70 1 -0.0326 0.12363 0.792 70 1
ENSG00000231105 -0.03304 0.09383 0.725 86 1 -0.03304 0.09383 0.725 86 1
ENSG00000231113 0.02755 0.09436 0.77 83 1 0.02755 0.09436 0.77 83 1
ENSG00000231123 0.05649 0.09671 0.559 86 1 0.05649 0.09671 0.559 86 1
ENSG00000231125 -0.1975 0.09411 0.0358 83 1 -0.1975 0.09411 0.0358 83 1
ENSG00000231128 -0.06288 0.11318 0.579 76 1 -0.06288 0.11318 0.579 76 1
ENSG00000231133 0.00865 0.04887 0.859 111 0.997 0.00865 0.04887 0.859 111 0.997
ENSG00000231154 -0.20241 0.09567 0.0344 77 1 -0.20241 0.09567 0.0344 77 1
ENSG00000231160 0.05264 0.04269 0.218 120 0.998 0.05264 0.04269 0.218 120 0.998
ENSG00000231167 -0.01001 0.0947 0.916 85 1 -0.01001 0.0947 0.916 85 1
ENSG00000231177 0.0379 0.03946 0.337 120 0.956 0.0379 0.03946 0.337 120 0.956
ENSG00000231181 -0.12886 0.11932 0.28 74 1 -0.12886 0.11932 0.28 74 1
ENSG00000231187 -0.06599 0.09874 0.504 82 1 -0.06599 0.09874 0.504 82 1
ENSG00000231202 -0.0157 0.11727 0.893 76 1 -0.0157 0.11727 0.893 76 1
ENSG00000231205 0.0308 0.03817 0.42 119 0.908 0.0308 0.03817 0.42 119 0.908
ENSG00000231233 0.05529 0.09221 0.549 87 1 0.05529 0.09221 0.549 87 1
ENSG00000231234 -0.02744 0.10043 0.785 71 1 -0.02744 0.10043 0.785 71 1
ENSG00000231245 -0.03708 0.09516 0.697 84 1 -0.03708 0.09516 0.697 84 1
ENSG00000231249 0.00874 0.11041 0.937 81 1 0.00874 0.11041 0.937 81 1
ENSG00000231259 -0.07166 0.09594 0.455 78 1 -0.07166 0.09594 0.455 78 1
ENSG00000231292 -0.07979 0.11207 0.477 76 1 -0.07979 0.11207 0.477 76 1
ENSG00000231305 0.03776 0.04518 0.403 117 1 0.03776 0.04518 0.403 117 1
ENSG00000231312 0.04364 0.09492 0.646 80 1 0.04364 0.09492 0.646 80 1
ENSG00000231327 -0.04278 0.04288 0.318 120 0.971 -0.04278 0.04288 0.318 120 0.971
ENSG00000231329 0.08691 0.10479 0.407 76 1 0.08691 0.10479 0.407 76 1
ENSG00000231340 -0.10409 0.11556 0.368 78 1 -0.10409 0.11556 0.368 78 1
ENSG00000231345 0.04376 0.10368 0.673 72 1 0.04376 0.10368 0.673 72 1
ENSG00000231346 0.06249 0.04231 0.14 117 0.874 0.06249 0.04231 0.14 117 0.874
ENSG00000231359 0.00925 0.04355 0.832 121 0.998 0.00925 0.04355 0.832 121 0.998
ENSG00000231360 0.1195 0.09785 0.222 75 1 0.1195 0.09785 0.222 75 1
ENSG00000231365 -0.012 0.09464 0.899 83 1 -0.012 0.09464 0.899 83 1
ENSG00000231369 -0.04083 0.05012 0.415 115 1 -0.04083 0.05012 0.415 115 1
ENSG00000231386 -0.03464 0.11812 0.769 70 1 -0.03464 0.11812 0.769 70 1
ENSG00000231389 -0.10095 0.05745 0.0789 103 0.999 -0.10095 0.05745 0.0789 103 0.999
ENSG00000231393 -0.02485 0.11437 0.828 76 1 -0.02485 0.11437 0.828 76 1
ENSG00000231412 0.11831 0.09907 0.232 74 1 0.11831 0.09907 0.232 74 1
ENSG00000231419 -0.0225 0.04842 0.642 115 1 -0.0225 0.04842 0.642 115 1
ENSG00000231437 0.03641 0.09524 0.702 82 1 0.03641 0.09524 0.702 82 1
ENSG00000231439 0.02265 0.04997 0.65 111 1 0.02265 0.04997 0.65 111 1
ENSG00000231443 0.01438 0.10846 0.895 81 1 0.01438 0.10846 0.895 81 1
ENSG00000231445 -0.04672 0.11463 0.684 77 1 -0.04672 0.11463 0.684 77 1
ENSG00000231453 0.07203 0.06471 0.266 108 1 0.07203 0.06471 0.266 108 1
ENSG00000231466 0.05143 0.09391 0.584 86 1 0.05143 0.09391 0.584 86 1
ENSG00000231475 -0.03716 0.09813 0.705 76 1 -0.03716 0.09813 0.705 76 1
ENSG00000231486 0.00114 0.07339 0.988 96 1 0.00114 0.07339 0.988 96 1
ENSG00000231494 0.04277 0.09812 0.663 79 1 0.04277 0.09812 0.663 79 1
ENSG00000231500 -0.02342 0.05491 0.67 105 1 -0.02342 0.05491 0.67 105 1
ENSG00000231507 -0.03692 0.09363 0.693 88 1 -0.03692 0.09363 0.693 88 1
ENSG00000231528 -0.05802 0.04241 0.171 117 0.864 -0.05802 0.04241 0.171 117 0.864
ENSG00000231535 0.03108 0.09308 0.738 86 1 0.03108 0.09308 0.738 86 1
ENSG00000231551 -0.04429 0.11635 0.703 71 1 -0.04429 0.11635 0.703 71 1
ENSG00000231560 0.09097 0.04243 0.032 121 1 0.09097 0.04243 0.032 121 1
ENSG00000231563 0.07701 0.11077 0.487 78 1 0.07701 0.11077 0.487 78 1
ENSG00000231581 0.04028 0.10835 0.71 79 1 0.04028 0.10835 0.71 79 1
ENSG00000231584 -0.0459 0.09668 0.635 80 1 -0.0459 0.09668 0.635 80 1
ENSG00000231595 -0.2435 0.09376 0.0094 87 1 -0.2435 0.09376 0.0094 87 1
ENSG00000231607 0.04725 0.06978 0.498 96 1 0.04725 0.06978 0.498 96 1
ENSG00000231609 -0.01415 0.04762 0.766 109 0.999 -0.01415 0.04762 0.766 109 0.999
ENSG00000231611 -0.00486 0.09589 0.96 80 1 -0.00486 0.09589 0.96 80 1
ENSG00000231613 -0.0461 0.10956 0.674 84 1 -0.0461 0.10956 0.674 84 1
ENSG00000231621 0.05225 0.09544 0.584 79 1 0.05225 0.09544 0.584 79 1
ENSG00000231628 -0.0065 0.09677 0.946 88 1 -0.0065 0.09677 0.946 88 1
ENSG00000231645 -0.01338 0.11738 0.909 77 1 -0.01338 0.11738 0.909 77 1
ENSG00000231663 -0.12843 0.09306 0.168 88 1 -0.12843 0.09306 0.168 88 1
ENSG00000231669 -0.06738 0.10967 0.539 76 1 -0.06738 0.10967 0.539 76 1
ENSG00000231672 0.01026 0.04141 0.804 120 0.755 0.01026 0.04141 0.804 120 0.755
ENSG00000231680 -0.07381 0.09381 0.431 79 1 -0.07381 0.09381 0.431 79 1
ENSG00000231682 0.05669 0.0971 0.559 77 1 0.05669 0.0971 0.559 77 1
ENSG00000231686 0.05723 0.10247 0.577 91 1 0.05723 0.10247 0.577 91 1
ENSG00000231711 0.13263 0.09393 0.158 87 1 0.13263 0.09393 0.158 87 1
ENSG00000231721 -0.0986 0.09289 0.288 89 1 -0.0986 0.09289 0.288 89 1
ENSG00000231728 -0.04052 0.09688 0.676 84 1 -0.04052 0.09688 0.676 84 1
ENSG00000231731 -0.0264 0.10327 0.798 79 1 -0.0264 0.10327 0.798 79 1
ENSG00000231734 0.1163 0.10204 0.254 78 1 0.1163 0.10204 0.254 78 1
ENSG00000231747 0.00533 0.1063 0.96 75 1 0.00533 0.1063 0.96 75 1
ENSG00000231752 0.02174 0.08835 0.806 83 1 0.02174 0.08835 0.806 83 1
ENSG00000231760 0.06469 0.11451 0.572 78 1 0.06469 0.11451 0.572 78 1
ENSG00000231767 0.03291 0.09857 0.738 77 1 0.03291 0.09857 0.738 77 1
ENSG00000231769 0.08614 0.09526 0.366 85 1 0.08614 0.09526 0.366 85 1
ENSG00000231770 -0.02783 0.09469 0.769 84 1 -0.02783 0.09469 0.769 84 1
ENSG00000231771 -0.11175 0.11723 0.34 77 1 -0.11175 0.11723 0.34 77 1
ENSG00000231784 0.07632 0.04639 0.0999 116 1 0.07632 0.04639 0.0999 116 1
ENSG00000231789 -0.0085 0.0996 0.932 86 1 -0.0085 0.0996 0.932 86 1
ENSG00000231793 0.01223 0.08695 0.888 83 1 0.01223 0.08695 0.888 83 1
ENSG00000231799 0.01885 0.10204 0.853 85 1 0.01885 0.10204 0.853 85 1
ENSG00000231813 0.10031 0.11192 0.37 73 1 0.10031 0.11192 0.37 73 1
ENSG00000231822 0.08012 0.09722 0.41 87 1 0.08012 0.09722 0.41 87 1
ENSG00000231826 0.13099 0.09867 0.184 74 1 0.13099 0.09867 0.184 74 1
ENSG00000231827 -0.08156 0.11703 0.486 77 1 -0.08156 0.11703 0.486 77 1
ENSG00000231830 0.01462 0.11975 0.903 72 1 0.01462 0.11975 0.903 72 1
ENSG00000231841 0.04699 0.03991 0.239 121 0.888 0.04699 0.03991 0.239 121 0.888
ENSG00000231851 -0.08566 0.12024 0.476 67 1 -0.08566 0.12024 0.476 67 1
ENSG00000231852 -0.0849 0.0662 0.2 94 1 -0.0849 0.0662 0.2 94 1
ENSG00000231856 -0.06863 0.09698 0.479 79 1 -0.06863 0.09698 0.479 79 1
ENSG00000231858 -0.03708 0.06764 0.584 95 1 -0.03708 0.06764 0.584 95 1
ENSG00000231862 0.01834 0.11121 0.869 86 1 0.01834 0.11121 0.869 86 1
ENSG00000231865 0.01711 0.11216 0.879 74 1 0.01711 0.11216 0.879 74 1
ENSG00000231889 -0.02321 0.04232 0.583 116 0.996 -0.02321 0.04232 0.583 116 0.996
ENSG00000231890 0.05183 0.04911 0.291 112 0.979 0.05183 0.04911 0.291 112 0.979
ENSG00000231925 0.07034 0.05473 0.199 107 1 0.07034 0.05473 0.199 107 1
ENSG00000231940 0.01455 0.10226 0.887 84 1 0.01455 0.10226 0.887 84 1
ENSG00000231948 0.04246 0.12239 0.729 73 1 0.04246 0.12239 0.729 73 1
ENSG00000231955 -0.16749 0.11737 0.154 77 1 -0.16749 0.11737 0.154 77 1
ENSG00000231964 -0.12194 0.09254 0.188 88 1 -0.12194 0.09254 0.188 88 1
ENSG00000231970 0.03221 0.11598 0.781 78 1 0.03221 0.11598 0.781 78 1
ENSG00000231989 -0.02337 0.03821 0.541 123 1 -0.02337 0.03821 0.541 123 1
ENSG00000231991 0.03989 0.08551 0.641 88 1 0.03989 0.08551 0.641 88 1
ENSG00000231993 0.053 0.11303 0.639 71 1 0.053 0.11303 0.639 71 1
ENSG00000231999 0.07384 0.04233 0.0811 115 0.998 0.07384 0.04233 0.0811 115 0.998
ENSG00000232019 -0.14635 0.10643 0.169 81 1 -0.14635 0.10643 0.169 81 1
ENSG00000232021 0.0112 0.04176 0.789 122 0.973 0.0112 0.04176 0.789 122 0.973
ENSG00000232022 0.04499 0.04856 0.354 118 1 0.04499 0.04856 0.354 118 1
ENSG00000232024 -0.01286 0.07703 0.867 96 1 -0.01286 0.07703 0.867 96 1
ENSG00000232037 -0.04376 0.11754 0.71 75 1 -0.04376 0.11754 0.71 75 1
ENSG00000232043 0.09542 0.09798 0.33 81 1 0.09542 0.09798 0.33 81 1
ENSG00000232053 0.03551 0.0433 0.412 120 0.993 0.03551 0.0433 0.412 120 0.993
ENSG00000232060 0.04437 0.08013 0.58 90 1 0.04437 0.08013 0.58 90 1
ENSG00000232063 0.05647 0.09322 0.545 86 1 0.05647 0.09322 0.545 86 1
ENSG00000232065 -0.00121 0.11715 0.992 66 1 -0.00121 0.11715 0.992 66 1
ENSG00000232070 -0.04849 0.04675 0.3 111 0.955 -0.04849 0.04675 0.3 111 0.955
ENSG00000232093 0.11192 0.10426 0.283 73 1 0.11192 0.10426 0.283 73 1
ENSG00000232098 0.06507 0.09195 0.479 88 1 0.06507 0.09195 0.479 88 1
ENSG00000232104 0.13686 0.10062 0.174 81 1 0.13686 0.10062 0.174 81 1
ENSG00000232111 0.07169 0.10479 0.494 83 1 0.07169 0.10479 0.494 83 1
ENSG00000232112 -0.07749 0.09981 0.438 81 1 -0.07749 0.09981 0.438 81 1
ENSG00000232117 0.0265 0.10853 0.807 76 1 0.0265 0.10853 0.807 76 1
ENSG00000232118 0.00458 0.12327 0.97 69 1 0.00458 0.12327 0.97 69 1
ENSG00000232119 -0.06712 0.06966 0.335 99 1 -0.06712 0.06966 0.335 99 1
ENSG00000232124 -0.00342 0.1086 0.975 73 1 -0.00342 0.1086 0.975 73 1
ENSG00000232125 -0.04588 0.03618 0.205 120 0.834 -0.04588 0.03618 0.205 120 0.834
ENSG00000232129 -0.08925 0.12461 0.474 68 1 -0.08925 0.12461 0.474 68 1
ENSG00000232133 -0.17386 0.1249 0.164 64 1 -0.17386 0.1249 0.164 64 1
ENSG00000232134 -0.08349 0.05045 0.0979 116 0.999 -0.08349 0.05045 0.0979 116 0.999
ENSG00000232151 -0.05477 0.11146 0.623 76 1 -0.05477 0.11146 0.623 76 1
ENSG00000232160 0.06347 0.09369 0.498 80 1 0.06347 0.09369 0.498 80 1
ENSG00000232186 -0.08357 0.1005 0.406 87 1 -0.08357 0.1005 0.406 87 1
ENSG00000232187 0.11709 0.10246 0.253 79 1 0.11709 0.10246 0.253 79 1
ENSG00000232208 0.07188 0.09265 0.438 90 1 0.07188 0.09265 0.438 90 1
ENSG00000232216 -0.10568 0.09692 0.276 84 1 -0.10568 0.09692 0.276 84 1
ENSG00000232224 0.03351 0.04174 0.422 122 0.995 0.03351 0.04174 0.422 122 0.995
ENSG00000232229 0.08647 0.09109 0.342 91 1 0.08647 0.09109 0.342 91 1
ENSG00000232237 -0.03783 0.05259 0.472 105 1 -0.03783 0.05259 0.472 105 1
ENSG00000232254 0.06295 0.09571 0.511 76 1 0.06295 0.09571 0.511 76 1
ENSG00000232259 -0.15054 0.10773 0.162 79 1 -0.15054 0.10773 0.162 79 1
ENSG00000232274 -0.01476 0.10631 0.89 79 1 -0.01476 0.10631 0.89 79 1
ENSG00000232284 -0.02782 0.05009 0.579 112 1 -0.02782 0.05009 0.579 112 1
ENSG00000232295 -0.04681 0.09964 0.639 80 1 -0.04681 0.09964 0.639 80 1
ENSG00000232300 -0.03296 0.1147 0.774 74 1 -0.03296 0.1147 0.774 74 1
ENSG00000232303 -0.01922 0.11007 0.861 76 1 -0.01922 0.11007 0.861 76 1
ENSG00000232311 0.10035 0.10371 0.333 80 1 0.10035 0.10371 0.333 80 1
ENSG00000232324 0.12608 0.1209 0.297 68 1 0.12608 0.1209 0.297 68 1
ENSG00000232333 0.02531 0.10823 0.815 78 1 0.02531 0.10823 0.815 78 1
ENSG00000232334 0.0547 0.09486 0.564 83 1 0.0547 0.09486 0.564 83 1
ENSG00000232344 0.02591 0.10211 0.8 90 1 0.02591 0.10211 0.8 90 1
ENSG00000232347 -0.00547 0.10696 0.959 85 1 -0.00547 0.10696 0.959 85 1
ENSG00000232354 0.07352 0.10088 0.466 83 1 0.07352 0.10088 0.466 83 1
ENSG00000232368 0.04025 0.10439 0.7 82 1 0.04025 0.10439 0.7 82 1
ENSG00000232372 -0.0073 0.09965 0.942 76 1 -0.0073 0.09965 0.942 76 1
ENSG00000232386 -0.00089 0.08567 0.992 87 1 -0.00089 0.08567 0.992 87 1
ENSG00000232388 -0.02426 0.09733 0.803 80 1 -0.02426 0.09733 0.803 80 1
ENSG00000232434 -0.00693 0.03534 0.845 124 0.996 -0.00693 0.03534 0.845 124 0.996
ENSG00000232439 0.0296 0.10136 0.77 85 1 0.0296 0.10136 0.77 85 1
ENSG00000232442 0.03204 0.09717 0.742 79 1 0.03204 0.09717 0.742 79 1
ENSG00000232450 0.00151 0.09501 0.987 85 1 0.00151 0.09501 0.987 85 1
ENSG00000232453 0.04205 0.1012 0.678 78 1 0.04205 0.1012 0.678 78 1
ENSG00000232457 0.15388 0.11835 0.194 75 1 0.15388 0.11835 0.194 75 1
ENSG00000232470 -0.04246 0.10111 0.675 80 1 -0.04246 0.10111 0.675 80 1
ENSG00000232472 0.01311 0.09558 0.891 78 1 0.01311 0.09558 0.891 78 1
ENSG00000232485 -0.01797 0.1078 0.868 81 1 -0.01797 0.1078 0.868 81 1
ENSG00000232504 -0.00782 0.1038 0.94 83 1 -0.00782 0.1038 0.94 83 1
ENSG00000232527 0.07704 0.10469 0.462 71 1 0.07704 0.10469 0.462 71 1
ENSG00000232528 -0.03333 0.09958 0.738 68 1 -0.03333 0.09958 0.738 68 1
ENSG00000232533 0.08802 0.09649 0.362 85 1 0.08802 0.09649 0.362 85 1
ENSG00000232539 0.00739 0.06896 0.915 101 1 0.00739 0.06896 0.915 101 1
ENSG00000232545 0.02407 0.10654 0.821 76 1 0.02407 0.10654 0.821 76 1
ENSG00000232546 -0.03095 0.09978 0.756 84 1 -0.03095 0.09978 0.756 84 1
ENSG00000232559 0.0986 0.07521 0.19 90 1 0.0986 0.07521 0.19 90 1
ENSG00000232561 -0.04454 0.09945 0.654 77 1 -0.04454 0.09945 0.654 77 1
ENSG00000232564 0.04463 0.11609 0.701 77 1 0.04463 0.11609 0.701 77 1
ENSG00000232573 0.06861 0.09524 0.471 80 1 0.06861 0.09524 0.471 80 1
ENSG00000232578 0.04824 0.04833 0.318 116 1 0.04824 0.04833 0.318 116 1
ENSG00000232586 -0.0338 0.10774 0.754 77 1 -0.0338 0.10774 0.754 77 1
ENSG00000232593 0.09179 0.09611 0.34 90 1 0.09179 0.09611 0.34 90 1
ENSG00000232600 0.13665 0.08626 0.113 84 1 0.13665 0.08626 0.113 84 1
ENSG00000232611 0.0229 0.09463 0.809 80 1 0.0229 0.09463 0.809 80 1
ENSG00000232613 -0.01695 0.11045 0.878 82 1 -0.01695 0.11045 0.878 82 1
ENSG00000232615 0.02864 0.0505 0.571 116 1 0.02864 0.0505 0.571 116 1
ENSG00000232618 -0.10756 0.11165 0.335 77 1 -0.10756 0.11165 0.335 77 1
ENSG00000232626 -0.01425 0.08034 0.859 96 1 -0.01425 0.08034 0.859 96 1
ENSG00000232629 -0.05915 0.05766 0.305 104 1 -0.05915 0.05766 0.305 104 1
ENSG00000232630 0.04102 0.0814 0.614 83 1 0.04102 0.0814 0.614 83 1
ENSG00000232634 -0.0264 0.11307 0.815 83 1 -0.0264 0.11307 0.815 83 1
ENSG00000232637 0.11336 0.09681 0.242 82 1 0.11336 0.09681 0.242 82 1
ENSG00000232640 0.11076 0.10036 0.27 86 1 0.11076 0.10036 0.27 86 1
ENSG00000232645 0.05138 0.09265 0.579 87 1 0.05138 0.09265 0.579 87 1
ENSG00000232653 -0.02977 0.09423 0.752 85 1 -0.02977 0.09423 0.752 85 1
ENSG00000232671 -0.03199 0.04271 0.454 117 0.957 -0.03199 0.04271 0.454 117 0.957
ENSG00000232677 -0.01942 0.09419 0.837 81 1 -0.01942 0.09419 0.837 81 1
ENSG00000232680 0.03806 0.09459 0.687 85 1 0.03806 0.09459 0.687 85 1
ENSG00000232686 -0.08887 0.11844 0.453 76 1 -0.08887 0.11844 0.453 76 1
ENSG00000232702 0.12697 0.07775 0.102 96 1 0.12697 0.07775 0.102 96 1
ENSG00000232706 0.0082 0.11118 0.941 76 1 0.0082 0.11118 0.941 76 1
ENSG00000232710 0.13487 0.11109 0.225 77 1 0.13487 0.11109 0.225 77 1
ENSG00000232712 0.10203 0.12216 0.404 72 1 0.10203 0.12216 0.404 72 1
ENSG00000232713 0.05733 0.10092 0.57 79 1 0.05733 0.10092 0.57 79 1
ENSG00000232719 0.11161 0.11706 0.34 74 1 0.11161 0.11706 0.34 74 1
ENSG00000232721 -0.08324 0.10273 0.418 80 1 -0.08324 0.10273 0.418 80 1
ENSG00000232725 -0.02825 0.10592 0.79 85 1 -0.02825 0.10592 0.79 85 1
ENSG00000232729 -0.1568 0.11702 0.18 75 1 -0.1568 0.11702 0.18 75 1
ENSG00000232742 0.02205 0.09288 0.812 86 1 0.02205 0.09288 0.812 86 1
ENSG00000232759 0.12996 0.09682 0.179 89 1 0.12996 0.09682 0.179 89 1
ENSG00000232774 -0.02194 0.04219 0.603 118 0.995 -0.02194 0.04219 0.603 118 0.995
ENSG00000232788 -0.13812 0.09408 0.142 83 1 -0.13812 0.09408 0.142 83 1
ENSG00000232807 0.01444 0.09302 0.877 82 1 0.01444 0.09302 0.877 82 1
ENSG00000232810 0.08091 0.05526 0.143 101 1 0.08091 0.05526 0.143 101 1
ENSG00000232811 -0.02803 0.09367 0.765 85 1 -0.02803 0.09367 0.765 85 1
